Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude,Longitude,Snippet,naics code,input tokens,output tokens
1176,Shin Kong Financial,9.2,0.2,70.0,2.7,Taiwan,Asia,23.69781,120.960515,"We at Shin Kong believe that the success of digital transformation lies on 3 main pillars – Customer Experience, Data, and Technology.",5242,102,2
1177,Hebei Iron & Steel,21.2,0.2,22.8,4.1,China,Asia,35.86166,104.195397,HBIS Limited is a large iron and steel enterprise formed by the combination ... Hebei Province. HBIS Limited is one of the largest listed steel ...,3311,108,2
1178,US Airways Group,13.8,0.6,9.4,2.6,USA,North America,37.09024,-95.712891,"US Airways Group ... US Airways Group Inc. was an airline holding company based in Tempe, Arizona. US Airways Group operated US Airways, along with its ...",4811,108,2
1178,Celanese,6.4,0.6,9.2,7.5,USA,North America,37.09024,-95.712891,"Celanese is a global leader in chemistry, producing specialty material solutions used across most major industries and consumer applications. Our businesses use ...",3252,101,2
1178,Regeneron Pharmaceuticals,1.4,0.8,1.7,16.7,USA,North America,37.09024,-95.712891,Regeneron (NASDAQ: REGN) is a leading biotechnology company using the power of science to bring new medicines to patients in need. Learn more.,3254,107,2
1181,Inner Mongolia Yitai,5.0,1.0,6.4,8.7,China,Asia,35.86166,104.195397,"Inner Mongolia Yitai Coal Company ... The Inner Mongolia Yitai Coal Company is an Ordos City-based coal company founded in 1997. The company works in the mining, ...",2121,113,2
1182,HTC,9.8,0.6,7.1,6.6,Taiwan,Asia,23.69781,120.960515,Unleash new moves with our first self-tracker. Find the right immersive experience for you. Experience new reality with VIVE VR/AR and XR devices.,5172,107,2
1183,Adani Enterprises,7.7,0.4,21.0,4.9,India,Asia,20.593684,78.96288,"Adani Enterprises Ltd (AEL), the flagship entity of Adani Group, is an incubator focusing on establishing diverse new businesses.",5511,102,2
1183,UBI Banca,7.4,0.1,174.8,3.7,Italy,Europe,41.87194,12.56738,"an Italian banking group, the fifth largest in Italy by number of branches. It was formed on 1 April 2007 from the merger of the Banche Popolari Unite.",5221,112,2
1185,Global Logistic Properties,0.6,0.5,13.6,9.8,Singapore,Asia,1.352083,103.819836,"GLP US is a leader in logistics real estate with a fast-growing portfolio that includes logistics hubs, last mile delivery and other solutions. Learn more.",5311,105,2
1186,Nielsen Holdings,5.6,0.3,14.6,12.9,The Netherlands,Europe,52.132633,5.291266,"A global leader in audience insights, data and analytics, Nielsen shapes the future of media with accurate measurement of what people listen to and watch.",5416,103,2
1187,Bank of Ningbo,2.4,0.5,41.3,4.9,China,Asia,35.86166,104.195397,"Bank of Ningbo ... Bank of Ningbo Co., Ltd. is a Chinese city-based commercial bank headquartered in Ningbo, Zhejiang. ... Since January 2008, Bank of Ningbo has ...",5221,117,2
1188,PGN,2.6,0.9,3.9,13.5,Indonesia,Asia,-0.789275,113.921327,"PGN Fun Village, welcome to FUN! Enjoy two 18 hole Mini-Golf courses, lighted Driving Range, or play our many arcade & ticket redemption games, ...",7139,110,2
1189,Intuitive Surgical,2.2,0.7,4.1,18.4,USA,North America,37.09024,-95.712891,Discover how Intuitive is advancing what's possible in minimally invasive care with its innovative da Vinci surgical and Ion endoluminal systems.,3391,101,2
1190,Dangote Cement,1.5,0.8,3.2,15.1,Nigeria,Africa,9.081999,8.675277,"Cementing Africa's Economic Self-Sufficiency. Our vision is for West and Central Africa to be cement and clinker self-sufficient, with Nigeria the main export ...",3273,109,2
1191,Greentown China Holdings,5.6,0.8,17.3,3.2,China,Asia,35.86166,104.195397,Greentown Philanthropy. Media Center. Group News · IR Press Releases. Contact Us. Contacts; Greentown Official. Copyright © 2024 Greentown China Holdings ...,2361,116,2
1192,Fresnillo,2.2,0.7,3.3,16.1,Mexico,North America,23.634501,-102.552784,World Class Operations. Fresnillo holds one of the largest precious metals land reserves in Mexico. We currently operate eight mines and an extensive portfolio ...,2122,106,2
1192,Avalonbay Communities,1.0,0.4,11.2,16.6,USA,North America,37.09024,-95.712891,"CREATING A BETTER WAY TO LIVE. AvalonBay Communities, Inc., an equity REIT, has a long-term track record of developing, redeveloping, acquiring and managing ...",5311,115,2
1194,UPM-Kymmene,13.8,-1.7,16.1,6.1,Finland,Europe,61.92411,25.748151,2 days ago ... We deliver renewable and responsible solutions and innovate for a future beyond fossils.,3211,96,2
1195,Ameren,6.8,-1.0,21.8,8.3,USA,North America,37.09024,-95.712891,"Every day, Ameren is working hard to provide more reliable energy, reduce outages and restore power faster than ever before. It's all part of our ongoing ...",2211,106,2
1196,Clorox,5.6,0.6,4.5,11.0,USA,North America,37.09024,-95.712891,"Explore Clorox products for a cleaner, healthier home. Discover disinfectants, bleach and more to tackle tough stains, eliminate germs, and maintain a fresh ...",3256,108,2
1197,Guangzhou R&F,4.8,0.9,15.8,4.8,China,Asia,35.86166,104.195397,"The team was based in Guangzhou, Guangdong. The club's name between 2011 and 2020 was Guangzhou R&F, which was short for rich (富) and force (力). The club ...",7112,122,2
1197,IDBI Bank,5.0,0.4,56.9,2.1,India,Asia,20.593684,78.96288,IDBI Bank offers a wide range of products from savings and current bank account to loans for retail and msme customers or agri loans to farmers. Apply Now.,5221,108,2
1197,Samsung SDI,5.1,1.3,10.2,5.5,South Korea,Asia,35.907757,127.766922,"Since 1970, Samsung SDI has been creating innovative renewable energy and energy storage system with cutting-edge technology that is being experienced by ...",3359,104,2
1200,Arch Capital Group,3.5,0.6,17.8,6.9,Bermuda,North America,32.321384,-64.75737,"A global leader in providing specialty insurance, reinsurance and mortgage insurance solutions for today's challenges and tomorrow's opportunities.",5242,97,2
1201,Portugal Telecom,8.5,0.3,26.5,4.7,Portugal,Europe,39.399872,-8.224454,"Atuamos de Portugal para o Mundo, investindo e intervindo em quatro dimensões fundamentais: Pessoas, Tecnologia, Inovação e Sustentabilidade.",5173,105,2
1202,Petrofac,6.5,0.6,5.3,8.1,UK,Europe,55.378051,-3.435973,"A leading international service provider to the energy industry. We use our engineering know-how and our consultancy expertise to design, build, and operate ...",5413,104,2
1203,Metso,9.9,0.5,8.5,6.3,Finland,Europe,61.92411,25.748151,"Metso is a frontrunner in sustainable technologies, end-to-end solutions and services for the aggregates, minerals processing and metals refining industries ...",3339,103,2
1203,GS Holdings,8.7,0.4,12.0,5.4,South Korea,Asia,35.907757,127.766922,"ABOUT US. With an aim to diversify our business model and create additional streams of income, GS Holdings Limited has expanded its operations by venturing into ...",9999,105,2
1205,FMC Technologies,6.2,0.4,5.9,12.5,USA,North America,37.09024,-95.712891,"TechnipFMC is a global leader in energy projects, technologies, systems, and services; providing clients with deep expertise across subsea and surface ...",2131,106,2
1206,British Land,0.6,0.8,13.0,7.5,UK,Europe,55.378051,-3.435973,"Discover British Land, a premier real estate investment and development company in the UK. Explore our diverse portfolio of office, retail, and residential ...",5311,103,2
1207,Toppan Printing,18.2,0.0,19.1,4.6,Japan,Asia,36.204824,138.252924,"TOPPAN Inc. is a leading global provider of integrated solutions in the fields of printing, communications, security, packaging, décor materials and ...",3231,105,2
1208,Metro Inc,12.1,0.5,5.2,6.0,Canada,North America,56.130366,-106.346771,"Discover the pleasure of online shopping with your local grocer Metro! Explore our flyer, take advantage of coupons and discover our recipes.",4451,100,2
1208,Yamato Holdings,15.2,0.2,11.0,7.7,Japan,Asia,36.204824,138.252924,"Yamato Transport was renamed Yamato Holdings Co., Ltd. Yamato Holdings will enhance the strengths of the Group and the corporate value through the ...",4921,106,2
1210,Turkish Airlines,8.3,0.6,10.5,4.8,Turkey,Europe,38.963745,35.243322,"Discover more than 120 countries with Turkish Airlines for a unique travel experience. Buy a flight ticket, make hotel reservation and rent a car.",4811,103,2
1211,Cosan,14.1,0.3,12.2,5.5,Brazil,South America,-14.235004,-51.92528,Cosán supports the CMS mission of improving patient outcomes at a reduced cost by helping patients with chronic conditions find a path to resilience via our ...,6211,103,2
1212,Mitsui OSK Lines,17.3,-0.3,23.5,4.2,Japan,Asia,36.204824,138.252924,"Mitsui O.S.K. Lines, Ltd. · From the blue oceans, we sustain people's · WIND VISION. *Image is for illustration purposes. · To the future, with our 'Ocean ...",4831,120,2
1213,MBIA,2.4,1.2,21.7,2.3,USA,North America,37.09024,-95.712891,"MBIA offers municipal bond insurance, investment management products, municipal and consulting services, securitization of infrastructure finance issues, ...",5241,100,2
1214,Ingram Micro,37.8,0.3,11.5,3.0,USA,North America,37.09024,-95.712891,"Supported by intelligent technology that helps businesses scale, Ingram Micro is the ultimate partner for vendors growing their current business and driving new ...",4234,102,2
1215,Century Tokyo Leasing,8.7,0.3,27.4,2.6,Japan,Asia,36.204824,138.252924,"... Leasing is the company's founding business. Tokyo Century's five operating segments: Equipment Leasing, which serves a broad customer base; Automobility ...",5321,105,2
1215,BorgWarner,7.2,0.5,6.4,9.2,USA,North America,37.09024,-95.712891,"We deliver innovative and sustainable mobility solutions aiming to support a clean, energy-efficient world.",3363,93,2
1217,Hindustan Petroleum,32.6,0.0,16.8,1.9,India,Asia,20.593684,78.96288,"Welcome to the World of HPCL. For millions of Indians, we are delivering happiness by transforming the nation's landscape with our energy solutions.",3241,103,2
1218,Qingdao Haier,12.6,0.5,8.0,5.4,China,Asia,35.86166,104.195397,"Haier Smart Home Co., LTD. (formerly known as ""Qingdao Haier""), headquartered in Qingdao, China, is a smart home ecological brand that customizes better life ...",3352,116,2
1219,Stockland Australia,2.1,0.5,14.9,8.8,Australia,Oceania,-25.274398,133.775136,Stockland is a leading residential developer in Australia and is focused on delivering a range of masterplanned communities and medium density housing.,2361,100,2
1219,E-mart,11.3,0.4,11.5,5.4,South Korea,Asia,35.907757,127.766922,"E Mart International Supermarket offers a vast selection of oriental groceries, multi-ethnic foods, produce, fresh seafoods and meats, kitchenware and more!",4452,107,2
1221,Interpublic Group,7.0,0.4,13.5,5.5,USA,North America,37.09024,-95.712891,"IPG is an award-winning, global provider of marketing solutions. Our methods are built on values, fueled by data and driven by creativity.",5416,103,2
1222,Orascom Construction,5.4,0.7,9.8,7.0,Egypt,Africa,26.820553,30.802498,"Orascom Construction PLC is a leading global engineering and construction contractor primarily focused on infrastructure, industrial and high-end commercial ...",2361,101,2
1223,Molson Coors Brewing,3.9,0.4,16.2,8.8,USA,North America,37.09024,-95.712891,"The official website of Molson Coors Beverage Company, which for more than two centuries has been brewing beverages that unite people for all of life's ...",3121,107,2
1224,Shinsei Bank,4.5,0.1,104.4,6.6,Japan,Asia,36.204824,138.252924,"We provide online services and English-speaking support, allowing you to make transactions anytime, anywhere.",5221,94,2
1225,IHI,14.8,0.3,15.7,4.5,Japan,Asia,36.204824,138.252924,"IHI brings awareness of safety and quality to millions, catalyzes learning and the systematic improvement of care, develops solutions to previously intractable ...",5416,105,2
1226,Research In Motion,11.1,-0.6,13.2,7.9,Canada,North America,56.130366,-106.346771,BlackBerry Limited (formerly Research In Motion or RIM for short) is a Canadian software company specializing in cybersecurity.,5112,98,2
1227,Want Want China,3.4,0.6,3.5,19.8,China,Asia,35.86166,104.195397,Want Want China ... Want Want China Holdings Ltd. is a subsidiary of Want Want Holdings Limited (Want Want; Chinese: 旺旺集團有限公司; pinyin: Wàngwàng Jítuán ...,3113,118,2
1228,Royal Carribean Cruises,7.7,0.0,19.8,7.4,Liberia,Africa,6.428055,-9.429499,Cruise to unforgettable destinations with Royal Caribbean. Save with the best cruise deals and packages to the Caribbean and the Bahamas.,4871,100,2
1229,Charter Communications,7.5,-0.3,15.6,9.1,USA,North America,37.09024,-95.712891,... and actual speeds may vary. Internet speeds based on wired connection. Restrictions apply. ©2024 Charter Communications. All rights reserved. Chat With Us.,5173,106,2
1231,Delta Electronics,5.8,0.5,6.3,9.8,Taiwan,Asia,23.69781,120.960515,"Delta provides customers with a safe, comfortable, healthy, energy-saving, productive, and sustainable building.",2382,94,2
1231,Micron Technology,8.0,-1.1,13.9,9.6,USA,North America,37.09024,-95.712891,"Micron's industry-leading technologies enable the latest generation of faster, more intelligent global infrastructures that make AI model training, machine ...",3344,101,2
1233,FCC,14.7,-1.1,25.1,1.3,Spain,Europe,40.463667,-3.74922,Federal Communications Commission | The United States of America · Stay Connected During Emergencies · Headlines · Stay Connected During Emergencies · Access ...,5133,100,2
1234,CCR,3.0,0.6,7.0,17.3,Brazil,South America,-14.235004,-51.92528,"Creedence Clearwater Revival · Creedence Clearwater Revival, commonly abbreviated as CCR or simply Creedence, was an American rock · CCR disbanded acrimoniously ...",5122,106,2
1234,Oji Holdings,14.7,0.3,19.7,3.5,Japan,Asia,36.204824,138.252924,Oji Holdings introduces prototype mass production equipment for cellulose nanofiber and natural rubber composites.,3252,93,2
1234,Hyundai Glovis,10.4,0.4,4.0,6.7,South Korea,Asia,35.907757,127.766922,"현대자동차그룹 글로벌 종합물류기업, 현대글로비스 공식 홈페이지입니다.",4884,96,2
1237,Fiserv,4.5,0.6,8.5,11.4,USA,North America,37.09024,-95.712891,"Fiserv is a global fintech and payments company with solutions for banking, global commerce, merchant acquiring, billing and payments, and point-of-sale.",5223,104,2
1238,Fidelity National Financial,7.2,0.6,9.9,5.5,USA,North America,37.09024,-95.712891,"Fidelity National Financial, Inc (FNF®) is the leading provider of title insurance and settlement services to the real estate and mortgage industries.",5311,104,2
1239,Remgro,1.7,1.1,7.1,9.9,South Africa,Africa,-30.559482,22.937506,Remgro is a diversified investment holding company with the vision to be the trusted investment company of choice.,5511,94,2
1240,HAL Trust,5.2,0.6,8.4,9.0,The Netherlands,Europe,52.132633,5.291266,HAL Holding NV is an international holding company. All shares of HAL Holding are held by HAL Trust and form the Trust's entire assets.,5511,101,2
1241,Synovus Financial,1.3,0.8,26.8,2.2,USA,North America,37.09024,-95.712891,"Synovus Bank, Member FDIC, is an Equal Housing Lender and lends in the states of Alabama, Georgia, Florida, Tennessee, North Carolina, and South Carolina. This ...",5221,115,2
1242,AGL Energy,7.6,0.1,14.5,9.5,Australia,Oceania,-25.274398,133.775136,"Join one of Australia's leading energy companies with electricity, gas, solar and renewable energy services, plus nbn and mobile plans.",2211,100,2
1243,Mitsubishi Materials,17.4,0.1,21.1,3.8,Japan,Asia,36.204824,138.252924,"Here is the corporate website of Mitsubishi Materials Corporation, showing product info, corporate info, investor relations and CSR activities etc..",3314,100,2
1244,Wendel,8.6,0.3,18.8,5.4,France,Europe,46.227638,2.213749,"Wendel Companies offers innovative engineering, architectural, and construction solutions to create sustainable and efficient environments.",5413,93,2
1245,Enka,5.7,0.6,8.2,8.3,Turkey,Europe,38.963745,35.243322,"If you're an Enka.network beta tester, the current version of the site makes it possible to get your live data from Character Showcase in a neat format using ...",5111,107,2
1246,Bank of Nanjing,2.2,0.5,44.7,4.4,China,Asia,35.86166,104.195397,"About Bank of Nanjing. BoN was founded in 1996. It is one of the 50+ listed banks out of nearly 1,800 domestic banks nationwide, in addition to being the first ...",5221,122,2
1247,Wynn Resorts,5.2,0.5,7.3,12.1,USA,North America,37.09024,-95.712891,Wynn Resorts. Company Info Press Releases Stock Quote SEC Filings Info ... Wynn Las Vegas Forbes Awards 2021; Wynn Macau Forbes Awards 2021; Wynn Palace ...,7211,110,2
1248,Medipal Holdings,33.2,0.1,15.5,3.2,Japan,Asia,36.204824,138.252924,MEDIPAL HOLDINGS CORPORATION contributes to people's health and social development through distribution of medical supplies and daily necessities.,4234,97,2
1249,Coca-Cola Amatil,5.3,0.5,7.0,12.1,Australia,Oceania,-25.274398,133.775136,Coca-Cola Europacific Partners is a leader in one of the largest FMCG sectors in Europe's most significant markets. We offer consumers some of the world's ...,3121,108,2
1249,Kajima,17.6,0.0,20.2,2.9,Japan,Asia,36.204824,138.252924,"Our Services: Engineering and Construction Consulting, Architecture, Engineering, General Contracting, Design-Build, Real Estate Development / Investment.",2362,100,2
1251,Power Finance,2.6,0.6,26.5,4.9,India,Asia,20.593684,78.96288,Get up to $1250 within minutes! Power Finance Texas offers fast installment loans in Texas. Get your installment loan from Power Finance Texas!,5311,102,2
1252,SQM,2.5,0.7,4.0,14.8,Chile,South America,-35.675147,-71.542969,"We are present in strategic industries for human development: health, food and technology. Communities Portal. We invite you to communicate with us through our ...",5416,104,2
1252,Lennar,4.4,0.7,10.4,7.7,USA,North America,37.09024,-95.712891,"Everything's included by Lennar, the leading homebuilder of new homes for sale in the nation's most desirable real estate markets.",2361,100,2
1254,Qantas Airways,16.1,-0.3,21.7,4.1,Australia,Oceania,-25.274398,133.775136,"Enjoy an all-inclusive service on Australia's favourite airline, with entertainment, refreshments and checked baggage on every Qantas flight.",4811,98,2
1255,Arab Bank,2.1,0.3,45.6,5.9,Jordan,Asia,30.585164,36.238414,Arab Bank is committed to maintaining the highest standards of excellence in financial services based on sustainable growth and development. Sabih Masri / ...,5221,102,2
1256,Orica,6.9,0.4,7.7,9.6,Australia,Oceania,-25.274398,133.775136,"We think global and act local. Find out how we're helping build safe, resilient and thriving communities around the world.",2131,97,2
1257,CP All,6.2,0.4,2.3,13.9,Thailand,Asia,15.870032,100.992541,About CP ALL. CP All Plc. (the “Company”) was established in 1988 by the Charoen Pokphand Group.The Company is ...,4451,107,2
1258,Valeant Pharmaceuticals,3.5,-0.1,18.0,21.2,Canada,North America,56.130366,-106.346771,"Learn about Bausch Health, a global company whose mission is to improve people's lives with our health care products.",3254,97,2
1259,TUI,23.6,-0.1,16.8,2.8,Germany,Europe,51.165691,10.451526,"As the largest holiday company, we're here whenever you need us. Store, app, online, phone – how you connect with us is up to you.",5615,105,2
1260,Maxis,2.9,0.6,5.8,15.6,Malaysia,Asia,4.210484,101.975766,"Maxis Studios: Creators of The Sims. Craftspeople, Storytellers, Tinkerers. We exist to make the world better through creative play.",5112,106,2
1261,YTL,6.4,0.4,16.3,5.6,Malaysia,Asia,4.210484,101.975766,"Operating in 10 countries and counting, 12 million customers world wide, USD 18.1 billion in total assets from core businesses.",2211,102,2
1262,Sino-Ocean Land Holdings,4.6,0.7,20.2,3.5,China,Asia,35.86166,104.195397,"To date, Sino-Ocean Group has developed and operated over 600 projects in more than 80 fast-growing cities in China. In residential development, Sino-Ocean ...",2361,113,2
1263,Jacobs Engineering,11.0,0.4,6.9,7.0,USA,North America,37.09024,-95.712891,"At Jacobs, we're challenging today to reinvent tomorrow by solving the ... Jacobs engineer diver in gear underwater Bob Garrity. Resilient Environments.",5413,104,2
1264,Boston Properties,1.9,0.3,15.5,16.0,USA,North America,37.09024,-95.712891,"... properties that enhance client success, strengthen communities, and advance opportunity. ... View of solar panels atop 888 Boylston Street in Boston. 2023 ...",5311,108,2
1265,CIT Group,4.0,-0.6,44.0,9.0,USA,North America,37.09024,-95.712891,"We offer competitive rates, easy access to your accounts through online banking and a mobile app, and a customer service team ready to answer your questions.",5222,104,2
1266,Kotak Mahindra Bank,2.6,0.4,18.1,9.2,India,Asia,20.593684,78.96288,"Kotak Mahindra Bank offers high interest rate savings account, low interest rate personal loan and credit cards with attractive offers.",5211,101,2
1267,DR Horton,4.7,1.0,7.3,7.8,USA,North America,37.09024,-95.712891,"Since 1978, D.R. Horton has consistently delivered top-quality new homes to homebuyers across the nation and maintained our commitment to excellence.",2361,103,2
1268,Family Dollar Stores,9.6,0.4,3.7,6.9,USA,North America,37.09024,-95.712891,Shop brand-name products for less at your local Family Dollar. Weekly coupons for groceries & household necessities.,4523,95,2
1269,Analog Devices,2.7,0.6,5.7,13.9,USA,North America,37.09024,-95.712891,"Analog Devices is a global leader in the design and manufacturing of analog, mixed signal, and DSP integrated circuits to help solve the toughest ...",3344,102,2
1270,Banco Comercial PortuguÃªs,6.3,-1.6,116.0,2.8,Portugal,Europe,39.399872,-8.224454,"Banco Comercial Português ... Banco Comercial Português (BCP, lit. 'Portuguese Commercial Bank') is a Portuguese bank that was founded in 1985 and is the largest ...",5221,114,2
1271,Fuji Media Holdings,7.2,0.7,11.4,4.0,Japan,Asia,36.204824,138.252924,"About Fuji Media Holdings, Stock, Shareholder's Return, Ratings, Shareholders' Meeting, For Individual Investors",5121,99,2
1271,Consol Energy,5.4,0.4,12.7,7.7,USA,North America,37.09024,-95.712891,"CONSOL Energy Inc. (NYSE: CEIX) is a Canonsburg, Pennsylvania-based producer and exporter of high-Btu bituminous thermal and crossover metallurgical coal. It ...",2121,113,2
1273,Cincinnati Financial,4.1,0.4,16.5,7.7,USA,North America,37.09024,-95.712891,The Cincinnati Insurance Companies strive to be Everything Insurance Should Be® by offering insurance solutions for businesses and individuals through local ...,5241,99,2
1275,Goodyear,21.0,0.2,17.0,3.4,USA,North America,37.09024,-95.712891,"Shop a wide selection of tires for Cars, Trucks, SUVs, and Minivans at Goodyear. See current offers and rebates for the best discount tire prices.",4413,109,2
1276,Lotte Chemical,14.1,0.3,9.8,6.5,South Korea,Asia,35.907757,127.766922,"Welcome to the homepage of LOTTE Chemical, a global chemical company that creates a better world through chemistry.",3251,96,2
1277,United Utilities,2.5,0.5,16.0,7.1,UK,Europe,55.378051,-3.435973,"United Utilities provides water and wastewater services in the North West of England. Manage your account, pay your water bill, submit a water meter reading ...",2213,104,2
1278,CJ Corp,15.7,0.2,20.1,3.6,South Korea,Asia,35.907757,127.766922,WE USE COOKIES TO IMPROVE YOUR BROWSING EXPERIENCE AND HELP US DEVELOP. BY USING OUR WEBSITE YOU AGREE TO THE USE OF COOKIES AS DESCRIBED IN OUR COOKIES NOTICE.,5111,119,2
1279,Yamana Gold,2.3,0.4,11.8,11.0,Canada,North America,56.130366,-106.346771,Canada's biggest gold mine and established producer is advancing a large underground project with the potential to extend mine life for decades. Learn more.,2122,101,2
1280,Pirelli & C,7.8,0.5,10.0,5.3,Italy,Europe,41.87194,12.56738,"... Pirelli & C S.p.A., with legal offices at Viale Piero e Alberto Pirelli 25, 20126 Milan (the ""Controller"" of your personal data, hereinafter referred to as "" ...",3262,126,2
1280,Randstad Holding,22.5,0.0,8.3,7.6,The Netherlands,Europe,52.132633,5.291266,"Randstad is the global leader in the HR services industry. By combining our passion for people with the power of today's intelligent machines, ...",5613,103,2
1282,LabCorp,5.7,0.6,6.8,8.5,USA,North America,37.09024,-95.712891,"Labcorp helps patients, providers, organizations, and biopharma companies to guide vital healthcare decisions each and every day.",6215,98,2
1283,Smith & Nephew,4.2,0.7,5.5,10.2,UK,Europe,55.378051,-3.435973,"Smith+Nephew is a portfolio medical technology company focused on the repair, regeneration and replacement of soft and hard tissue. We exist to restore people's ...",3391,107,2
1284,Golden Agri-Resources,6.1,0.4,13.3,6.1,Singapore,Asia,1.352083,103.819836,Golden Agri-Resources (GAR) is a vertically-integrated palm oil plantation company with a commitment to responsible palm oil.,1114,102,2
1285,Coca-Cola HBC,9.3,0.3,9.5,10.2,Greece,Europe,39.074208,21.824312,We are a growth-focused consumer packaged goods business and strategic bottling partner of The Coca-Cola Company.,3121,97,2
1286,Kerry Group,7.7,0.4,7.0,9.8,Ireland,Europe,53.41291,-8.24389,Kerry Group is an international leader in taste & nutrition innovation. Our scientists create ingredients for products people enjoy & feel better consuming.,3113,100,2
1287,Nitto Denko,7.3,0.4,7.8,9.6,Japan,Asia,36.204824,138.252924,"Nitto Denko Corporation. 2023 All rights reserved. We use cookies to improve your experience on our website, to personalize content and ads.",3261,106,2
1288,Huadian Power International,9.4,0.2,26.4,4.8,China,Asia,35.86166,104.195397,"It is headquartered in Jinan, Shandong. It is engaged in the construction and operation of power plants and power generation. H shares and A shares of ...",2211,109,2
1288,Banco Davivienda,2.7,0.4,23.2,6.4,Colombia,South America,4.570868,-74.297333,Banco Davivienda S.A. todos los derechos reservados 2021. Davivienda.,5221,96,2
1290,WÃ¤rtsilÃ¤,6.2,0.4,6.5,9.2,Finland,Europe,61.92411,25.748151,Wärtsilä is a global leader in innovative technologies and lifecycle solutions for the marine and energy markets. We emphasise innovation in sustainable ...,3336,109,2
1291,IDB Holding,10.1,-0.2,32.4,0.1,Israel,Asia,31.046051,34.851612,A Group Gf People Walking Down A Hallway- Investor - Inter American Development Bank -. Uruguay: A Leader in Innovation. IDB and Uruguay inaugurate the Food ...,5416,110,2
1291,Actavis,5.9,0.1,14.1,11.7,USA,North America,37.09024,-95.712891,"At Teva Pharmaceuticals, we are all in for better health. We push the boundaries of scientific innovation and deliver quality medicines to help improve ...",3254,103,2
1293,Polyus Gold International,2.8,0.9,5.6,9.8,UK,Europe,55.378051,-3.435973,"Responsible Gold Mining. As the national gold mining leader, we strive to ... UN Global Compact signatory. Read more · Personal Data · Legal Notice · Anti ...",2122,109,2
1294,Autoliv,8.3,0.5,6.6,6.6,Sweden,Europe,60.128161,18.643501,"Autoliv is the world's largest automotive safety supplier, with operations in 25 countries and 14 Tech Centers worldwide. We design, develop and manufacture ...",3363,107,2
1295,Red ElÃ©ctrica,2.3,0.6,12.0,7.5,Spain,Europe,40.463667,-3.74922,"A new interactive and digital experience, designed to increase knowledge about the Energy Transition and the active role that consumers will play in the future.",2211,105,2
1296,Saputo,7.0,0.4,3.7,9.7,Canada,North America,56.130366,-106.346771,"Saputo produces, markets, and distributes a wide array of dairy products of the utmost quality, including cheese, fluid milk, extended shelf-life milk and cream ...",3115,107,2
1296,Showa Shell Sekiyu,30.3,0.0,14.0,2.6,Japan,Asia,36.204824,138.252924,"Showa Shell Sekiyu acted as an oil and energy products business in Japan and worldwide, from crude oil extraction and refining, to retail and wholesale energy ...",3241,111,2
1299,Community Health Sys,14.5,0.3,16.6,4.1,USA,North America,37.09024,-95.712891,CHS has been developing and operating healthcare delivery systems committed to helping people get well and live healthier for nearly 40 years.,6221,100,2
1300,City Developments,2.7,0.6,12.8,7.8,Singapore,Asia,1.352083,103.819836,"Leading global real estate company in Singapore. We aim to be recognised by customers, employees and peers as an innovative creator of quality and sustainable ...",5311,104,2
1301,Zoetis,4.3,0.4,6.3,16.7,USA,North America,37.09024,-95.712891,Zoetis is the largest global animal health company committed to nurturing the world and humankind by advancing care for animals. Learn more.,3254,102,2
1302,Hong Leong Financial,2.3,0.4,53.6,4.8,Malaysia,Asia,4.210484,101.975766,"Building brighter futures through innovative financial solutions. Image A Legacy of Financial Strength, Innovation, and Customer Trust.",5239,97,2
1303,Jupiter Telecommunications,4.7,0.5,9.4,8.9,Japan,Asia,36.204824,138.252924,"J:COM provides a wide range of services, including broadcasting and communications, working together with its customers and the local community.",5152,100,2
1303,Crown Holdings,8.5,0.6,7.5,5.8,USA,North America,37.09024,-95.712891,"Crown Holdings, Inc. is a leading supplier of beverage packaging, food packaging, aerosol packaging, metal closures, promotional packaging and transit ...",3324,103,2
1305,PVH,6.0,0.4,7.8,9.6,USA,North America,37.09024,-95.712891,PVH Corp. Reports 2024 Second Quarter Earnings Above Guidance · Calvin Klein launches new campaign starring Jeremy Allen White · TOMMY HILFIGER Takes Stray Kids ...,3152,110,2
1306,Bank Leumi,4.7,0.2,100.7,5.1,Israel,Asia,31.046051,34.851612,"Welcome to Leumi International, home to Bank Leumi and the Leumi Group. Leumi is involved in a variety of banking, financial and non-banking activities, ...",5211,111,2
1306,MediaTek,3.4,0.5,7.2,15.4,Taiwan,Asia,23.69781,120.960515,"MediaTek is another name for incredible innovation that powers the brands you love. From smartphones to smart homes, we are always by your side.",3344,102,2
1308,Manila Electric,6.8,0.4,5.3,9.2,Philippines,Asia,12.879721,121.774017,"Meralco Electricity Rates ... Register to Meralco Online. Manage your electric service, bills and notifications.",2211,97,2
1309,Israel Corp,11.5,-0.1,15.7,5.7,Israel,Asia,31.046051,34.851612,Israel Corporation ... Israel Corporation (Hebrew: החברה לישראל) (also Israel Corp) is Israel's largest holding company. It was founded in 1968 by the Government ...,5511,111,2
1309,Fukuoka Financial Group,3.0,0.3,156.6,4.1,Japan,Asia,36.204824,138.252924,"Jan 12, 2024 ... FFG is a total financial group based in Kyushu that is aiming to increase in corporate value with contribution to development of the regional ...",5511,113,2
